diagnosis_id,mode_name,scene,object_hypothesis_id,sample_pool,clean_morphology_inclusion,state_condition,optical_frame,sar_frame,gt_center_x_posthoc,gt_center_y_posthoc,gt_size_proxy_px_posthoc,near_gt_threshold_px_posthoc,extended_gt_threshold_px_posthoc,topk_peak_count,topk_peaks_xy_value_distance,top1_distance_to_gt_px_posthoc,top2_distance_to_gt_px_posthoc,top3_distance_to_gt_px_posthoc,best_topk_rank_to_gt_posthoc,best_topk_distance_to_gt_px_posthoc,top1_near_gt_posthoc,top2_or_top3_nearer_than_top1_posthoc,topk_contains_peak_near_gt_posthoc,multiple_topk_peaks_near_gt_posthoc,all_topk_far_from_gt_posthoc,topk_gt_relationship_label,provenance_labels,notes
K00736,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,false,edge_or_truncated,168,351,846.387,883.116,158.658,118.993,237.987,5,"1:933,741,v=0.7882,d_gt=166.43;2:807,786,v=0.7333,d_gt=104.8;3:972,969,v=0.7333,d_gt=152.17;4:858,984,v=0.7216,d_gt=101.55;5:837,906,v=0.698,d_gt=24.73",166.429,104.799,152.167,5,24.734,false,true,true,true,false,later_topk_peak_nearer_to_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00737,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,false,edge_or_truncated,168,351,846.387,883.116,158.658,118.993,237.987,5,"1:714,783,v=0.8392,d_gt=165.98;2:933,741,v=0.7882,d_gt=166.43;3:807,786,v=0.7333,d_gt=104.8;4:972,969,v=0.7333,d_gt=152.17;5:858,984,v=0.7216,d_gt=101.55",165.981,166.429,104.799,5,101.55,false,true,true,true,false,later_topk_peak_nearer_to_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00738,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,false,edge_or_truncated,168,351,846.387,883.116,158.658,118.993,237.987,5,"1:933,741,v=0.7882,d_gt=166.43;2:807,786,v=0.7333,d_gt=104.8;3:972,969,v=0.7333,d_gt=152.17;4:858,984,v=0.7216,d_gt=101.55;5:837,906,v=0.698,d_gt=24.73",166.429,104.799,152.167,5,24.734,false,true,true,true,false,later_topk_peak_nearer_to_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00739,broad_fan_baseline,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,paired_optical_object_sar_gt,false,edge_or_truncated,151,315,1033.125,1226.8,144.41,108.308,216.615,3,"1:645,99,v=1,d_gt=1192.72;2:1131,1311,v=1,d_gt=129.11;3:1149,1326,v=0.9922,d_gt=152.54",1192.717,129.109,152.537,2,129.109,false,true,false,true,false,multiple_topk_peaks_near_gt_extended_scatter_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00740,state_conditioned_range_band,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,paired_optical_object_sar_gt,false,edge_or_truncated,151,315,1033.125,1226.8,144.41,108.308,216.615,5,"1:960,828,v=0.7961,d_gt=405.45;2:936,834,v=0.6863,d_gt=404.63;3:999,837,v=0.6118,d_gt=391.29;4:939,873,v=0.5608,d_gt=366.11;5:759,906,v=0.5176,d_gt=421.97",405.449,404.63,391.291,4,366.106,false,true,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00741,object_smoothed_range_band,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,paired_optical_object_sar_gt,false,edge_or_truncated,151,315,1033.125,1226.8,144.41,108.308,216.615,2,"1:1131,1311,v=1,d_gt=129.11;2:1152,1326,v=0.9922,d_gt=154.83",129.109,154.829,,1,129.109,false,false,false,true,false,multiple_topk_peaks_near_gt_extended_scatter_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00742,scene_residual_range_band,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,paired_optical_object_sar_gt,false,edge_or_truncated,151,315,1033.125,1226.8,144.41,108.308,216.615,2,"1:1131,1311,v=1,d_gt=129.11;2:1152,1326,v=0.9922,d_gt=154.83",129.109,154.829,,1,129.109,false,false,false,true,false,multiple_topk_peaks_near_gt_extended_scatter_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00743,broad_fan_baseline,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,paired_optical_object_sar_gt,false,edge_or_truncated,152,317,1042.235,1227.5,144.471,108.353,216.707,3,"1:645,99,v=1,d_gt=1196.37;2:1134,1308,v=1,d_gt=122.07;3:1149,1326,v=0.9922,d_gt=145.26",1196.373,122.07,145.262,2,122.07,false,true,false,true,false,multiple_topk_peaks_near_gt_extended_scatter_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00744,state_conditioned_range_band,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,paired_optical_object_sar_gt,false,edge_or_truncated,152,317,1042.235,1227.5,144.471,108.353,216.707,5,"1:954,828,v=0.8627,d_gt=409.13;2:1008,834,v=0.6745,d_gt=394.99;3:975,825,v=0.6627,d_gt=408.08;4:864,828,v=0.6549,d_gt=437.46;5:972,879,v=0.6353,d_gt=355.51",409.128,394.986,408.077,5,355.507,false,true,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00745,object_smoothed_range_band,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,paired_optical_object_sar_gt,false,edge_or_truncated,152,317,1042.235,1227.5,144.471,108.353,216.707,2,"1:1134,1308,v=1,d_gt=122.07;2:1152,1326,v=0.9922,d_gt=147.48",122.07,147.481,,1,122.07,false,false,false,true,false,multiple_topk_peaks_near_gt_extended_scatter_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00746,scene_residual_range_band,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,paired_optical_object_sar_gt,false,edge_or_truncated,152,317,1042.235,1227.5,144.471,108.353,216.707,2,"1:1134,1308,v=1,d_gt=122.07;2:1152,1326,v=0.9922,d_gt=147.48",122.07,147.481,,1,122.07,false,false,false,true,false,multiple_topk_peaks_near_gt_extended_scatter_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00747,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,149,310,920.89,1010.485,167.826,125.869,251.739,3,"1:1134,1314,v=1,d_gt=370.86;2:1152,1329,v=0.9922,d_gt=393.53;3:783,51,v=0.9922,d_gt=969.34",370.86,393.527,969.343,1,370.86,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00748,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,149,310,920.89,1010.485,167.826,125.869,251.739,5,"1:1008,969,v=0.8196,d_gt=96.48;2:1050,1062,v=0.8196,d_gt=139.01;3:906,837,v=0.7804,d_gt=174.12;4:990,1032,v=0.7412,d_gt=72.38;5:1038,1002,v=0.7098,d_gt=117.42",96.484,139.008,174.123,4,72.382,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00749,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,149,310,920.89,1010.485,167.826,125.869,251.739,5,"1:1008,969,v=0.8196,d_gt=96.48;2:1050,1062,v=0.8196,d_gt=139.01;3:906,837,v=0.7804,d_gt=174.12;4:990,1032,v=0.7412,d_gt=72.38;5:1038,1002,v=0.7098,d_gt=117.42",96.484,139.008,174.123,4,72.382,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00750,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,149,310,920.89,1010.485,167.826,125.869,251.739,5,"1:1050,1062,v=0.8196,d_gt=139.01;2:1008,969,v=0.8196,d_gt=96.48;3:906,837,v=0.7804,d_gt=174.12;4:990,1032,v=0.7412,d_gt=72.38;5:1038,1002,v=0.7098,d_gt=117.42",139.008,96.484,174.123,4,72.382,false,true,true,true,false,later_topk_peak_nearer_to_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00751,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,152,317,977.076,1007.111,149.812,112.359,224.718,5,"1:1134,1314,v=1,d_gt=344.68;2:1152,1329,v=0.9922,d_gt=366.35;3:1152,1305,v=0.9922,d_gt=345.45;4:675,87,v=0.9922,d_gt=968.43;5:942,15,v=0.9922,d_gt=992.73",344.682,366.348,345.451,1,344.682,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00752,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,152,317,977.076,1007.111,149.812,112.359,224.718,5,"1:1077,1008,v=0.7725,d_gt=99.93;2:1032,1032,v=0.7569,d_gt=60.3;3:867,966,v=0.7529,d_gt=117.5;4:1074,963,v=0.7451,d_gt=106.49;5:954,843,v=0.7059,d_gt=165.73",99.928,60.3,117.503,2,60.3,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00753,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,152,317,977.076,1007.111,149.812,112.359,224.718,5,"1:1077,1008,v=0.7725,d_gt=99.93;2:1032,1032,v=0.7569,d_gt=60.3;3:867,966,v=0.7529,d_gt=117.5;4:1062,966,v=0.7451,d_gt=94.35;5:954,843,v=0.7059,d_gt=165.73",99.928,60.3,117.503,2,60.3,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00754,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,152,317,977.076,1007.111,149.812,112.359,224.718,5,"1:1077,1008,v=0.7725,d_gt=99.93;2:1032,1032,v=0.7569,d_gt=60.3;3:867,966,v=0.7529,d_gt=117.5;4:1074,963,v=0.7451,d_gt=106.49;5:954,843,v=0.7059,d_gt=165.73",99.928,60.3,117.503,2,60.3,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00755,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,170,354,1206.25,1010.062,153.525,115.144,230.288,4,"1:1146,1299,v=1,d_gt=295.15;2:1155,1329,v=0.9922,d_gt=323.03;3:1170,1305,v=0.9922,d_gt=297.16;4:942,15,v=0.9922,d_gt=1029.55",295.153,323.029,297.157,1,295.153,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00756,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,170,354,1206.25,1010.062,153.525,115.144,230.288,5,"1:1158,1038,v=0.8471,d_gt=55.75;2:1095,969,v=0.8118,d_gt=118.59;3:1431,888,v=0.8078,d_gt=255.76;4:1335,1050,v=0.8,d_gt=134.8;5:1209,1035,v=0.7843,d_gt=25.09",55.755,118.586,255.757,5,25.089,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00757,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,170,354,1206.25,1010.062,153.525,115.144,230.288,5,"1:1158,1038,v=0.8471,d_gt=55.75;2:1095,969,v=0.8118,d_gt=118.59;3:1431,888,v=0.8078,d_gt=255.76;4:1335,1050,v=0.8,d_gt=134.8;5:1209,1035,v=0.7843,d_gt=25.09",55.755,118.586,255.757,5,25.089,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00758,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,170,354,1206.25,1010.062,153.525,115.144,230.288,5,"1:1158,1038,v=0.8471,d_gt=55.75;2:1095,969,v=0.8118,d_gt=118.59;3:1431,888,v=0.8078,d_gt=255.76;4:1335,1050,v=0.8,d_gt=134.8;5:1209,1035,v=0.7843,d_gt=25.09",55.755,118.586,255.757,5,25.089,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00759,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,170,355,1209.187,1010.258,155.548,116.661,233.322,5,"1:1416,24,v=1,d_gt=1007.71;2:1146,1299,v=1,d_gt=295.57;3:1155,1329,v=0.9922,d_gt=323.32;4:1170,1305,v=0.9922,d_gt=297.34;5:942,15,v=0.9922,d_gt=1030.5",1007.709,295.575,323.315,2,295.575,false,true,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00760,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,170,355,1209.187,1010.258,155.548,116.661,233.322,5,"1:1104,966,v=0.8431,d_gt=114.12;2:1164,1038,v=0.8314,d_gt=53.02;3:1437,921,v=0.8275,d_gt=244.67;4:1344,1053,v=0.8157,d_gt=141.43;5:936,756,v=0.8039,d_gt=373.2",114.119,53.023,244.675,2,53.023,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00761,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,170,355,1209.187,1010.258,155.548,116.661,233.322,5,"1:1104,966,v=0.8431,d_gt=114.12;2:1164,1038,v=0.8314,d_gt=53.02;3:1437,921,v=0.8275,d_gt=244.67;4:1344,1053,v=0.8157,d_gt=141.43;5:1215,1035,v=0.7922,d_gt=25.42",114.119,53.023,244.675,5,25.416,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00762,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,paired_optical_object_sar_gt,false,duplicate_or_handoff,170,355,1209.187,1010.258,155.548,116.661,233.322,5,"1:1104,966,v=0.8431,d_gt=114.12;2:1164,1038,v=0.8314,d_gt=53.02;3:1437,921,v=0.8275,d_gt=244.67;4:1344,1053,v=0.8157,d_gt=141.43;5:936,756,v=0.8039,d_gt=373.2",114.119,53.023,244.675,2,53.023,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00763,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,152,317,796.483,941.214,163.847,122.885,245.771,3,"1:1134,1314,v=1,d_gt=502.88;2:1152,1329,v=0.9922,d_gt=526.09;3:675,87,v=0.9922,d_gt=862.81",502.879,526.09,862.809,1,502.879,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00764,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,152,317,796.483,941.214,163.847,122.885,245.771,5,"1:1032,1032,v=0.7569,d_gt=252.41;2:867,966,v=0.7529,d_gt=74.75;3:954,843,v=0.7059,d_gt=185.63;4:1005,1026,v=0.6902,d_gt=225.1;5:960,867,v=0.6275,d_gt=179.57",252.409,74.746,185.628,2,74.746,false,true,true,true,false,later_topk_peak_nearer_to_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00765,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,152,317,796.483,941.214,163.847,122.885,245.771,5,"1:1032,1032,v=0.7569,d_gt=252.41;2:867,966,v=0.7529,d_gt=74.75;3:954,843,v=0.7059,d_gt=185.63;4:1005,1026,v=0.6902,d_gt=225.1;5:960,867,v=0.6275,d_gt=179.57",252.409,74.746,185.628,2,74.746,false,true,true,true,false,later_topk_peak_nearer_to_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00766,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,152,317,796.483,941.214,163.847,122.885,245.771,5,"1:1032,1032,v=0.7569,d_gt=252.41;2:867,966,v=0.7529,d_gt=74.75;3:954,843,v=0.7059,d_gt=185.63;4:1005,1026,v=0.6902,d_gt=225.1;5:960,867,v=0.6275,d_gt=179.57",252.409,74.746,185.628,2,74.746,false,true,true,true,false,later_topk_peak_nearer_to_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00767,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,335,751.518,885.26,145.403,109.052,218.104,5,"1:267,336,v=1,d_gt=732.42;2:1134,1314,v=1,d_gt=574.55;3:1152,1329,v=0.9922,d_gt=597.74;4:1149,1299,v=0.9922,d_gt=573.74;5:942,15,v=0.9922,d_gt=890.86",732.424,574.552,597.738,4,573.736,false,true,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00768,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,335,751.518,885.26,145.403,109.052,218.104,5,"1:1116,1035,v=0.7569,d_gt=394.04;2:981,966,v=0.7412,d_gt=243.27;3:1083,1035,v=0.7098,d_gt=363.73;4:1056,1035,v=0.6549,d_gt=339.31;5:816,747,v=0.6471,d_gt=152.56",394.042,243.271,363.734,5,152.557,false,true,false,false,false,topk_peak_group_partially_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00769,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,335,751.518,885.26,145.403,109.052,218.104,5,"1:1116,1035,v=0.7569,d_gt=394.04;2:981,966,v=0.7412,d_gt=243.27;3:1083,1035,v=0.7098,d_gt=363.73;4:1056,1035,v=0.6549,d_gt=339.31;5:816,747,v=0.6471,d_gt=152.56",394.042,243.271,363.734,5,152.557,false,true,false,false,false,topk_peak_group_partially_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00770,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,335,751.518,885.26,145.403,109.052,218.104,5,"1:1116,1035,v=0.7569,d_gt=394.04;2:981,966,v=0.7412,d_gt=243.27;3:1083,1035,v=0.7098,d_gt=363.73;4:1056,1035,v=0.6549,d_gt=339.31;5:816,747,v=0.6471,d_gt=152.56",394.042,243.271,363.734,5,152.557,false,true,false,false,false,topk_peak_group_partially_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00771,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,335,751.518,885.26,145.403,109.052,218.104,5,"1:267,336,v=1,d_gt=732.42;2:1134,1314,v=1,d_gt=574.55;3:1152,1329,v=0.9922,d_gt=597.74;4:1149,1299,v=0.9922,d_gt=573.74;5:942,15,v=0.9922,d_gt=890.86",732.424,574.552,597.738,4,573.736,false,true,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00772,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,335,751.518,885.26,145.403,109.052,218.104,5,"1:1116,1035,v=0.7569,d_gt=394.04;2:981,966,v=0.7412,d_gt=243.27;3:1083,1035,v=0.7098,d_gt=363.73;4:1056,1035,v=0.6549,d_gt=339.31;5:816,747,v=0.6471,d_gt=152.56",394.042,243.271,363.734,5,152.557,false,true,false,false,false,topk_peak_group_partially_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00773,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,335,751.518,885.26,145.403,109.052,218.104,5,"1:1116,1035,v=0.7569,d_gt=394.04;2:981,966,v=0.7412,d_gt=243.27;3:1083,1035,v=0.7098,d_gt=363.73;4:1056,1035,v=0.6549,d_gt=339.31;5:816,747,v=0.6471,d_gt=152.56",394.042,243.271,363.734,5,152.557,false,true,false,false,false,topk_peak_group_partially_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00774,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,335,751.518,885.26,145.403,109.052,218.104,5,"1:1116,1035,v=0.7569,d_gt=394.04;2:981,966,v=0.7412,d_gt=243.27;3:1083,1035,v=0.7098,d_gt=363.73;4:1056,1035,v=0.6549,d_gt=339.31;5:816,747,v=0.6471,d_gt=152.56",394.042,243.271,363.734,5,152.557,false,true,false,false,false,topk_peak_group_partially_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00775,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,336,767.177,873.581,154.226,115.669,231.339,3,"1:1134,1314,v=1,d_gt=573.17;2:1149,1299,v=0.9922,d_gt=571.64;3:1152,1329,v=0.9922,d_gt=596.23",573.174,571.638,596.234,2,571.638,false,true,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00776,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,336,767.177,873.581,154.226,115.669,231.339,5,"1:990,966,v=0.7608,d_gt=241.23;2:1122,1035,v=0.7255,d_gt=389.81;3:1062,1035,v=0.6863,d_gt=336.12;4:1038,1038,v=0.6784,d_gt=316.83;5:1089,1035,v=0.6627,d_gt=360.04",241.229,389.815,336.12,1,241.229,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00777,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,false,duplicate_or_handoff,161,336,767.177,873.581,154.226,115.669,231.339,5,"1:990,966,v=0.7608,d_gt=241.23;2:1122,1035,v=0.7255,d_gt=389.81;3:1062,1035,v=0.6863,d_gt=336.12;4:1038,1038,v=0.6784,d_gt=316.83;5:1089,1035,v=0.6627,d_gt=360.04",241.229,389.815,336.12,1,241.229,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
