component_id,scene,sar_frame,extraction_profile,azimuth_center,radial_pixel_center,radial_band,component_cell_box_count,persistent_static_overlap_ratio,recurrent_background_overlap_ratio,static_peak_overlap_ratio,stable_gradient_overlap_ratio,background_structure_pressure
WGV33D_MAIN_F0333_C015048,GM_RM011,333,main,-58.0016,110,R0,4,0,0,0,1,0.43917129
WGV33D_MAIN_F0333_C015049,GM_RM011,333,main,-54.5,321.9176,R2,3,0,0,0,1,0.44925479
WGV33D_MAIN_F0333_C015050,GM_RM011,333,main,-48.8468,88.7271,R0,4,0,0,0,1,0.45617997
WGV33D_MAIN_F0333_C015051,GM_RM011,333,main,-48.0628,263.7183,R2,20,0,0.6,0,1,0.8859938
WGV33D_MAIN_F0333_C015052,GM_RM011,333,main,-47.0302,486,R2,2,0,0,0,0.97139258,0.40414374
WGV33D_MAIN_F0333_C015053,GM_RM011,333,main,-40.8081,232.4115,R1,70,0.02857143,0.77142857,0.04428571,0.99991494,1
WGV33D_MAIN_F0333_C015054,GM_RM011,333,main,-31.3115,69.2313,R0,150,0,0.58666667,0.00933333,1,0.87743895
WGV33D_MAIN_F0333_C015055,GM_RM011,333,main,-40.008,546,R3,2,0,0,0,0.97757388,0.40370302
WGV33D_MAIN_F0333_C015056,GM_RM011,333,main,-32.428,122,R0,3,0,0,0,1,0.45623549
WGV33D_MAIN_F0333_C015057,GM_RM011,333,main,-30.8797,212.2926,R1,8,0.25,0.75,0.2875,1,1
WGV33D_MAIN_F0333_C015058,GM_RM011,333,main,-28.9404,114,R0,6,0,0.16666667,0,1,0.57441208
WGV33D_MAIN_F0333_C015059,GM_RM011,333,main,-24.9998,182,R1,2,0,1,0,1,1
WGV33D_MAIN_F0333_C015060,GM_RM011,333,main,-23.8203,232.7469,R1,4,0,0,0,1,0.42162206
WGV33D_MAIN_F0333_C015061,GM_RM011,333,main,-22.5,183.9551,R1,2,0,1,0,1,1
WGV33D_MAIN_F0333_C015062,GM_RM011,333,main,-12.4832,170,R1,3,0,1,0,1,1
WGV33D_MAIN_F0333_C015063,GM_RM011,333,main,-8.9918,196.0328,R1,4,0,0.5,0.1125,1,0.80799676
WGV33D_MAIN_F0333_C015064,GM_RM011,333,main,-5.4098,259.7054,R2,10,0,0,0,1,0.45961026
WGV33D_MAIN_F0333_C015065,GM_RM011,333,main,-5.2508,105.0131,R0,6,0,1,0,1,1
WGV33D_MAIN_F0333_C015066,GM_RM011,333,main,1.9618,100.0323,R0,18,0,1,0,1,1
WGV33D_MAIN_F0333_C015067,GM_RM011,333,main,-0.1701,208.6966,R1,4,0,0,0,1,0.43471089
WGV33D_MAIN_F0333_C015068,GM_RM011,333,main,7.0262,97.8992,R0,6,0,1,0,1,1
WGV33D_MAIN_F0333_C015069,GM_RM011,333,main,13.1765,96.7621,R0,24,0,1,0,1,1
WGV33D_MAIN_F0333_C015070,GM_RM011,333,main,24.4318,101.2328,R0,21,0,0.80952381,0,1,1
WGV33D_MAIN_F0333_C015071,GM_RM011,333,main,39.2031,120.7296,R0,15,0,0,0,1,0.43895688
WGV33D_MAIN_F0334_C015095,GM_RM011,334,main,-56.7477,106.9651,R0,6,0,0,0,1,0.43918035
WGV33D_MAIN_F0334_C015096,GM_RM011,334,main,-52.5,299.9762,R2,2,0,0,0,1,0.46047378
WGV33D_MAIN_F0334_C015097,GM_RM011,334,main,-47.6971,263.5131,R2,40,0,0.575,0,1,0.86163689
WGV33D_MAIN_F0334_C015098,GM_RM011,334,main,-48.0137,86,R0,2,0,0,0,1,0.46532175
WGV33D_MAIN_F0334_C015099,GM_RM011,334,main,-29.8229,69.7474,R0,204,0,0.49019608,0.00686275,1,0.80475469
WGV33D_MAIN_F0334_C015100,GM_RM011,334,main,-39.1325,228.3358,R1,88,0.04545455,0.76136364,0.05795455,1,1
WGV33D_MAIN_F0334_C015101,GM_RM011,334,main,-43.9613,542,R3,2,0,0,0,0.9342404,0.39338427
WGV33D_MAIN_F0334_C015102,GM_RM011,334,main,-39.9719,542,R3,2,0,0,0,0.98367747,0.40844345
WGV33D_MAIN_F0334_C015103,GM_RM011,334,main,-30.5073,120.6708,R0,6,0,0.16666667,0,1,0.57739474
WGV33D_MAIN_F0334_C015104,GM_RM011,334,main,-28.5202,112.0966,R0,6,0,0.16666667,0,1,0.57552945
WGV33D_MAIN_F0334_C015105,GM_RM011,334,main,-25.1489,111.2959,R0,4,0,0,0,1,0.46757914
WGV33D_MAIN_F0334_C015106,GM_RM011,334,main,-23.3582,231.4827,R1,15,0,0,0,1,0.42018241
WGV33D_MAIN_F0334_C015107,GM_RM011,334,main,-24.0152,162,R1,2,0,0,0,1,0.46601529
WGV33D_MAIN_F0334_C015108,GM_RM011,334,main,-23.9884,182,R1,2,0,1,0,1,1
WGV33D_MAIN_F0334_C015109,GM_RM011,334,main,-21.019,179.7737,R1,8,0.125,0.875,0.175,1,1
WGV33D_MAIN_F0334_C015110,GM_RM011,334,main,-12.9634,218,R1,2,0,0,0,1,0.42238359
WGV33D_MAIN_F0334_C015111,GM_RM011,334,main,-11.0493,170,R1,2,0,1,0,1,1
WGV33D_MAIN_F0334_C015112,GM_RM011,334,main,-3.1818,259.2839,R2,4,0,0.25,0,1,0.62441525
WGV33D_MAIN_F0334_C015113,GM_RM011,334,main,0.5189,283.383,R2,6,0,0,0,1,0.43978097
WGV33D_MAIN_F0334_C015114,GM_RM011,334,main,6.5763,99.8962,R0,36,0,0.97222222,0,1,1
WGV33D_MAIN_F0334_C015115,GM_RM011,334,main,14.8563,98.3392,R0,28,0,1,0,1,1
WGV33D_MAIN_F0334_C015116,GM_RM011,334,main,25.6608,102.9382,R0,20,0,0.75,0,1,0.96869492
WGV33D_MAIN_F0334_C015117,GM_RM011,334,main,40.9153,123.8515,R0,12,0,0,0,1,0.43699209
WGV33D_MAIN_F0335_C015138,GM_RM011,335,main,-55.9922,103.9879,R0,8,0,0,0,1,0.44095783
WGV33D_MAIN_F0335_C015139,GM_RM011,335,main,-54.1704,314.7124,R2,8,0,0,0,1,0.4501829
WGV33D_MAIN_F0335_C015140,GM_RM011,335,main,-52.5,300.0013,R2,2,0,0,0,1,0.46047378
WGV33D_MAIN_F0335_C015141,GM_RM011,335,main,-44.4089,80.9393,R0,21,0,0.47619048,0,1,0.78759118
WGV33D_MAIN_F0335_C015142,GM_RM011,335,main,-39.8346,228.7591,R1,77,0.05194805,0.75324675,0.06298701,1,1
WGV33D_MAIN_F0335_C015143,GM_RM011,335,main,-43.9738,538,R3,2,0,0,0,0.95166819,0.39649227
WGV33D_MAIN_F0335_C015144,GM_RM011,335,main,-39.5293,542,R3,3,0,0,0,0.97357292,0.40242281
WGV33D_MAIN_F0335_C015145,GM_RM011,335,main,-33.7239,68.0759,R0,6,0,1,0,1,1
WGV33D_MAIN_F0335_C015146,GM_RM011,335,main,-30.2772,210.7805,R1,28,0.17857143,0.78571429,0.2375,1,1
WGV33D_MAIN_F0335_C015147,GM_RM011,335,main,-28.5713,112.5517,R0,24,0,0.125,0,1,0.54770271
WGV33D_MAIN_F0335_C015148,GM_RM011,335,main,-22.1085,63.8613,R0,29,0,0.93103448,0.01724138,1,1
WGV33D_MAIN_F0335_C015149,GM_RM011,335,main,-23.4737,110,R0,3,0,0,0,1,0.4721914
WGV33D_MAIN_F0335_C015150,GM_RM011,335,main,-23.046,162,R1,2,0,0,0,1,0.47199875
WGV33D_MAIN_F0335_C015151,GM_RM011,335,main,-22.1922,230.6981,R1,12,0,0,0,1,0.42243459
WGV33D_MAIN_F0335_C015152,GM_RM011,335,main,-16.773,182.892,R1,9,0.33333333,0.66666667,0.33333333,1,1
WGV33D_MAIN_F0335_C015153,GM_RM011,335,main,-15.0043,246,R1,4,0,0,0,1,0.44943497
WGV33D_MAIN_F0335_C015154,GM_RM011,335,main,-14.1695,72.6104,R0,4,0,1,0,1,1
WGV33D_MAIN_F0335_C015155,GM_RM011,335,main,-12.0167,218,R1,2,0,0,0,1,0.42648362
WGV33D_MAIN_F0335_C015156,GM_RM011,335,main,-10.0492,170,R1,2,0,1,0,1,1
WGV33D_MAIN_F0335_C015157,GM_RM011,335,main,-2.9432,258,R2,2,0,0.5,0,1,0.79511532
WGV33D_MAIN_F0335_C015158,GM_RM011,335,main,-0.9908,226,R1,2,0,0,0,1,0.44814649
WGV33D_MAIN_F0335_C015159,GM_RM011,335,main,-0.1844,103.3207,R0,4,0,1,0,1,1
WGV33D_MAIN_F0335_C015160,GM_RM011,335,main,11.1412,99.684,R0,60,0,0.98333333,0,1,1
WGV33D_MAIN_F0335_C015161,GM_RM011,335,main,27.5321,103.5341,R0,20,0,0.45,0,1,0.75872199
WGV33D_MAIN_F0335_C015162,GM_RM011,335,main,42.2888,125.9717,R0,15,0,0,0,1,0.43193175
WGV33D_MAIN_F0336_C015184,GM_RM011,336,main,-55.4625,102,R0,5,0,0,0,1,0.44657311
WGV33D_MAIN_F0336_C015185,GM_RM011,336,main,-54.1497,313.5581,R2,12,0,0,0,1,0.45393163
WGV33D_MAIN_F0336_C015186,GM_RM011,336,main,-52.5,296.0828,R2,2,0,0,0,1,0.46756555
WGV33D_MAIN_F0336_C015187,GM_RM011,336,main,-30.0729,68.4508,R0,212,0.01886792,0.57075472,0.02735849,1,0.88616861
WGV33D_MAIN_F0336_C015188,GM_RM011,336,main,-46.8306,252.6752,R1,4,0,0.5,0,1,0.80077921
WGV33D_MAIN_F0336_C015189,GM_RM011,336,main,-36.0256,219.525,R1,162,0.05555556,0.66666667,0.07962963,0.99991331,0.99765417
WGV33D_MAIN_F0336_C015190,GM_RM011,336,main,-43.9942,538,R3,2,0,0,0,0.95166819,0.39649227
WGV33D_MAIN_F0336_C015191,GM_RM011,336,main,-25.3848,111.4062,R0,32,0,0.125,0,1,0.54566955
WGV33D_MAIN_F0336_C015192,GM_RM011,336,main,-14.4906,246,R1,3,0,0,0,1,0.44775892
WGV33D_MAIN_F0336_C015193,GM_RM011,336,main,-9.5158,170,R1,3,0,1,0,1,1
WGV33D_MAIN_F0336_C015194,GM_RM011,336,main,-6.4748,270,R2,3,0,0,0,1,0.45145325
WGV33D_MAIN_F0336_C015195,GM_RM011,336,main,-5.9784,194,R1,2,0,0.5,0,1,0.79777388
WGV33D_MAIN_F0336_C015196,GM_RM011,336,main,-5.9931,226,R1,2,0,0,0,1,0.43917129
WGV33D_MAIN_F0336_C015197,GM_RM011,336,main,-2.0145,183.942,R1,4,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0336_C015198,GM_RM011,336,main,-2.1589,259.2698,R2,4,0,0.5,0,1,0.79007357
WGV33D_MAIN_F0336_C015199,GM_RM011,336,main,14.0267,100.0235,R0,52,0,1,0,1,1
WGV33D_MAIN_F0336_C015200,GM_RM011,336,main,22.9863,230,R1,2,0,0,0,1,0.41864393
WGV33D_MAIN_F0336_C015201,GM_RM011,336,main,24.981,243.9241,R1,4,0,0,0.025,0.99828668,0.41412442
WGV33D_MAIN_F0336_C015202,GM_RM011,336,main,29.5273,104.4035,R0,12,0,0.16666667,0,1,0.56314662
WGV33D_MAIN_F0336_C015203,GM_RM011,336,main,43.4567,127.4341,R0,12,0,0,0,1,0.42952635
WGV33D_MAIN_F0337_C015232,GM_RM011,337,main,-54.0524,98,R0,4,0,0,0,1,0.45001632
WGV33D_MAIN_F0337_C015233,GM_RM011,337,main,-54.1492,308.1684,R2,15,0,0,0,1,0.45693356
WGV33D_MAIN_F0337_C015234,GM_RM011,337,main,-50.0303,458,R2,2,0,0,0,0.97565181,0.40153443
WGV33D_MAIN_F0337_C015235,GM_RM011,337,main,-46.0154,248.0617,R1,4,0,0.75,0,1,0.98250449
WGV33D_MAIN_F0337_C015236,GM_RM011,337,main,-36.8269,72.6533,R0,97,0,0.71134021,0.00927835,1,0.96379351
WGV33D_MAIN_F0337_C015237,GM_RM011,337,main,-34.4714,215.8371,R1,190,0.05789474,0.64736842,0.08131579,0.99992609,0.98709414
WGV33D_MAIN_F0337_C015238,GM_RM011,337,main,-43.5,544.0855,R3,2,0,0,0,0.9545842,0.39826081
WGV33D_MAIN_F0337_C015239,GM_RM011,337,main,-39.9444,538,R3,2,0,0,0,0.97357931,0.40230492
WGV33D_MAIN_F0337_C015240,GM_RM011,337,main,-18.6387,62.7959,R0,51,0.07843137,0.88235294,0.0872549,1,1
WGV33D_MAIN_F0337_C015241,GM_RM011,337,main,-25.4832,110.9703,R0,15,0,0.06666667,0,1,0.51048684
WGV33D_MAIN_F0337_C015242,GM_RM011,337,main,-21.2427,227.9124,R1,6,0,0,0,1,0.42710237
WGV33D_MAIN_F0337_C015243,GM_RM011,337,main,-16.5127,163.3298,R1,6,0.33333333,0.66666667,0.30833333,1,1
WGV33D_MAIN_F0337_C015244,GM_RM011,337,main,-13.9757,246,R1,2,0,0,0,1,0.44515476
WGV33D_MAIN_F0337_C015245,GM_RM011,337,main,-12.5,192.0616,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0337_C015246,GM_RM011,337,main,-8.0032,194,R1,2,0,1,0,1,1
WGV33D_MAIN_F0337_C015247,GM_RM011,337,main,-5.9741,226,R1,2,0,0,0,1,0.43917129
WGV33D_MAIN_F0337_C015248,GM_RM011,337,main,-1.9795,203.9181,R1,4,0,0,0,1,0.43674731
WGV33D_MAIN_F0337_C015249,GM_RM011,337,main,1.825,283.2717,R2,4,0,0,0,1,0.44045978
WGV33D_MAIN_F0337_C015250,GM_RM011,337,main,4.0861,263.6539,R2,8,0,0,0,1,0.45316104
WGV33D_MAIN_F0337_C015251,GM_RM011,337,main,14.9397,101.3976,R0,75,0,0.94666667,0,1,1
WGV33D_MAIN_F0337_C015252,GM_RM011,337,main,24.9833,242,R1,2,0,0,0.05,0.99657336,0.41445287
WGV33D_MAIN_F0337_C015253,GM_RM011,337,main,30.9071,107.0108,R0,20,0,0.15,0,1,0.55282664
WGV33D_MAIN_F0337_C015254,GM_RM011,337,main,44.2027,127.8901,R0,6,0,0,0,1,0.42498776
WGV33D_MAIN_F0338_C015275,GM_RM011,338,main,-54.6342,97.1558,R0,8,0,0,0,1,0.44983614
WGV33D_MAIN_F0338_C015276,GM_RM011,338,main,-54.0783,307.5842,R2,8,0,0,0,1,0.45570911
WGV33D_MAIN_F0338_C015277,GM_RM011,338,main,-51.5,284.1969,R2,2,0,0,0,1,0.46498858
WGV33D_MAIN_F0338_C015278,GM_RM011,338,main,-46.3374,250.0783,R1,15,0,0.8,0,1,1
WGV33D_MAIN_F0338_C015279,GM_RM011,338,main,-39.1034,74.1194,R0,30,0,0.96666667,0,1,1
WGV33D_MAIN_F0338_C015280,GM_RM011,338,main,-33.5738,214.9939,R1,200,0.055,0.62,0.08625,0.99992978,0.96319957
WGV33D_MAIN_F0338_C015281,GM_RM011,338,main,-19.9615,62.4137,R0,81,0.04938272,0.85185185,0.06604938,1,1
WGV33D_MAIN_F0338_C015282,GM_RM011,338,main,-24.565,112.5169,R0,6,0,0,0,1,0.46670655
WGV33D_MAIN_F0338_C015283,GM_RM011,338,main,-20.9844,227.9098,R1,8,0,0,0,1,0.42759873
WGV33D_MAIN_F0338_C015284,GM_RM011,338,main,-19.9911,106.9791,R0,8,0,0.75,0,1,0.97075174
WGV33D_MAIN_F0338_C015285,GM_RM011,338,main,-19.823,189.8573,R1,6,0.16666667,0.83333333,0.30833333,1,1
WGV33D_MAIN_F0338_C015286,GM_RM011,338,main,-7.5,168.131,R1,2,0,1,0,1,1
WGV33D_MAIN_F0338_C015287,GM_RM011,338,main,-3.3191,190.7189,R1,36,0.22222222,0.61111111,0.375,1,1
WGV33D_MAIN_F0338_C015288,GM_RM011,338,main,-1.0189,258,R2,4,0,1,0,1,1
WGV33D_MAIN_F0338_C015289,GM_RM011,338,main,5.5,103.959,R0,2,0,0.5,0,1,0.80752421
WGV33D_MAIN_F0338_C015290,GM_RM011,338,main,16.7772,102.4007,R0,64,0,0.953125,0,1,1
WGV33D_MAIN_F0338_C015291,GM_RM011,338,main,8.8528,260.6952,R2,4,0,0,0,1,0.43674731
WGV33D_MAIN_F0338_C015292,GM_RM011,338,main,32.714,109.4736,R0,12,0,0,0,1,0.44934205
WGV33D_MAIN_F0338_C015293,GM_RM011,338,main,44.5,132.0098,R1,2,0,0,0,1,0.4279795
WGV33D_MAIN_F0339_C015316,GM_RM011,339,main,-54.3816,305.5528,R2,20,0,0,0,1,0.45453179
WGV33D_MAIN_F0339_C015317,GM_RM011,339,main,-53.4834,94,R0,5,0,0,0,1,0.45032909
WGV33D_MAIN_F0339_C015318,GM_RM011,339,main,-46.8418,250.3541,R1,20,0,0.8,0,1,1
WGV33D_MAIN_F0339_C015319,GM_RM011,339,main,-43.9592,530,R3,2,0,0,0,0.9650427,0.41236514
WGV33D_MAIN_F0339_C015320,GM_RM011,339,main,-39.1901,74.2147,R0,27,0,0.96296296,0,1,1
WGV33D_MAIN_F0339_C015321,GM_RM011,339,main,-39.5989,222.3236,R1,70,0.05714286,0.81428571,0.06928571,1,1
WGV33D_MAIN_F0339_C015322,GM_RM011,339,main,-39.9753,534,R3,2,0,0,0,0.97190117,0.40096965
WGV33D_MAIN_F0339_C015323,GM_RM011,339,main,-22.1581,62.3534,R0,73,0.05479452,0.83561644,0.07328767,1,1
WGV33D_MAIN_F0339_C015324,GM_RM011,339,main,-22.0768,107.7327,R0,12,0,0.5,0,1,0.80172546
WGV33D_MAIN_F0339_C015325,GM_RM011,339,main,-23.0123,170,R1,2,0,1,0,1,1
WGV33D_MAIN_F0339_C015326,GM_RM011,339,main,-20.0406,158,R1,2,0,1,0,1,1
WGV33D_MAIN_F0339_C015327,GM_RM011,339,main,-13.9818,174,R1,2,0,1,0,1,1
WGV33D_MAIN_F0339_C015328,GM_RM011,339,main,-12.1752,185.8886,R1,6,0.33333333,0.66666667,0.53333333,1,1
WGV33D_MAIN_F0339_C015329,GM_RM011,339,main,-9.6821,59.1184,R0,10,0,1,0,1,1
WGV33D_MAIN_F0339_C015330,GM_RM011,339,main,-6.8179,167.2967,R1,4,0,1,0,1,1
WGV33D_MAIN_F0339_C015331,GM_RM011,339,main,-4.3148,193.3541,R1,10,0,0.7,0.225,1,0.97189785
WGV33D_MAIN_F0339_C015332,GM_RM011,339,main,-4.4945,270,R2,3,0,0,0,1,0.45123114
WGV33D_MAIN_F0339_C015333,GM_RM011,339,main,-5.0148,308.0557,R2,4,0,0,0,1,0.42590228
WGV33D_MAIN_F0339_C015334,GM_RM011,339,main,-3.7554,75.7943,R0,8,0,0.25,0,1,0.61960128
WGV33D_MAIN_F0339_C015335,GM_RM011,339,main,-0.4915,258.6539,R2,10,0,0.5,0,1,0.79266618
WGV33D_MAIN_F0339_C015336,GM_RM011,339,main,3.0233,282,R2,2,0,0,0,1,0.44177546
WGV33D_MAIN_F0339_C015337,GM_RM011,339,main,7.5,104.0832,R0,2,0,1,0,1,1
WGV33D_MAIN_F0339_C015338,GM_RM011,339,main,18.1408,103.025,R0,56,0,0.94642857,0,1,1
WGV33D_MAIN_F0339_C015339,GM_RM011,339,main,25.5178,234,R1,3,0,0,0.1,0.99962569,0.4165275
WGV33D_MAIN_F0339_C015340,GM_RM011,339,main,34.5557,109.5839,R0,15,0,0,0,1,0.44563842
WGV33D_MAIN_F0339_C015341,GM_RM011,339,main,45.8484,131.3069,R1,4,0,0,0,1,0.4212617
WGV33D_MAIN_F0340_C015361,GM_RM011,340,main,-55.9198,302.7194,R2,12,0,0,0,1,0.44790171
WGV33D_MAIN_F0340_C015362,GM_RM011,340,main,-53.9978,91.9073,R0,4,0,0,0,1,0.4546841
WGV33D_MAIN_F0340_C015363,GM_RM011,340,main,-50.9852,450,R2,2,0,0,0,0.97162714,0.39677369
WGV33D_MAIN_F0340_C015364,GM_RM011,340,main,-45.4703,490,R2,3,0,0,0,0.99429923,0.40694366
WGV33D_MAIN_F0340_C015365,GM_RM011,340,main,-42.4833,530,R3,9,0,0,0,0.9698759,0.40303722
WGV33D_MAIN_F0340_C015366,GM_RM011,340,main,-34.9561,212.5388,R1,198,0.06060606,0.65656566,0.08838384,1,0.99843816
WGV33D_MAIN_F0340_C015367,GM_RM011,340,main,-23.7215,64.3107,R0,203,0.01970443,0.68472906,0.02857143,1,0.97195377
WGV33D_MAIN_F0340_C015368,GM_RM011,340,main,-37.4668,114,R0,3,0,0,0,1,0.45350214
WGV33D_MAIN_F0340_C015369,GM_RM011,340,main,-22.5264,170,R1,3,0,1,0.15,1,1
WGV33D_MAIN_F0340_C015370,GM_RM011,340,main,-18.5582,106,R0,9,0,0.88888889,0,1,1
WGV33D_MAIN_F0340_C015371,GM_RM011,340,main,-13.0095,182,R1,4,1,0,0.7,1,1
WGV33D_MAIN_F0340_C015372,GM_RM011,340,main,-12.4733,242,R1,3,0,0,0,1,0.44205197
WGV33D_MAIN_F0340_C015373,GM_RM011,340,main,-11.4792,190.9132,R1,6,0,1,0.45,1,1
WGV33D_MAIN_F0340_C015374,GM_RM011,340,main,-3.4793,193.3661,R1,10,0,0.7,0.225,1,0.97070115
WGV33D_MAIN_F0340_C015375,GM_RM011,340,main,-4.516,270,R2,3,0,0,0,1,0.45123114
WGV33D_MAIN_F0340_C015376,GM_RM011,340,main,-1.1198,258.9241,R2,12,0,0.41666667,0,1,0.7363636
WGV33D_MAIN_F0340_C015377,GM_RM011,340,main,-1.655,75.1801,R0,12,0,0.25,0,1,0.62273354
WGV33D_MAIN_F0340_C015378,GM_RM011,340,main,19.3562,102.8982,R0,48,0,0.9375,0,1,1
WGV33D_MAIN_F0340_C015379,GM_RM011,340,main,35.3272,111.5038,R0,12,0,0,0,1,0.44901908
WGV33D_MAIN_F0341_C015402,GM_RM011,341,main,-53.9299,89.248,R0,8,0,0,0,1,0.45487108
WGV33D_MAIN_F0341_C015403,GM_RM011,341,main,-48.683,245.9679,R1,25,0,0.64,0,1,0.8962698
WGV33D_MAIN_F0341_C015404,GM_RM011,341,main,-46.0242,78,R0,2,0,0.5,0,1,0.80154075
WGV33D_MAIN_F0341_C015405,GM_RM011,341,main,-45.5976,486,R2,3,0,0,0,0.973621,0.40243964
WGV33D_MAIN_F0341_C015406,GM_RM011,341,main,-45.4952,526,R3,3,0,0,0,0.96432128,0.39744862
WGV33D_MAIN_F0341_C015407,GM_RM011,341,main,-35.4317,210.3851,R1,189,0.06349206,0.66666667,0.08306878,1,1
WGV33D_MAIN_F0341_C015408,GM_RM011,341,main,-43.9706,506,R2,2,0,0,0,0.98480302,0.40698116
WGV33D_MAIN_F0341_C015409,GM_RM011,341,main,-40.988,71.8513,R0,4,0,1,0,1,1
WGV33D_MAIN_F0341_C015410,GM_RM011,341,main,-41.038,530,R3,2,0,0,0,0.95455073,0.39824909
WGV33D_MAIN_F0341_C015411,GM_RM011,341,main,-36.3633,69.1215,R0,14,0,1,0,1,1
WGV33D_MAIN_F0341_C015412,GM_RM011,341,main,-35.9837,110,R0,2,0,0,0,1,0.43919849
WGV33D_MAIN_F0341_C015413,GM_RM011,341,main,-34.01,214,R1,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0341_C015414,GM_RM011,341,main,-32.0187,66,R0,2,0,1,0,1,1
WGV33D_MAIN_F0341_C015415,GM_RM011,341,main,-29.5354,74,R0,3,0,0,0,1,0.45898698
WGV33D_MAIN_F0341_C015416,GM_RM011,341,main,-19.1477,61.1722,R0,98,0.14285714,0.7755102,0.12653061,1,1
WGV33D_MAIN_F0341_C015417,GM_RM011,341,main,-23.8384,107.2763,R0,4,0,0.25,0,1,0.63363863
WGV33D_MAIN_F0341_C015418,GM_RM011,341,main,-17.7932,104.7912,R0,16,0,0.9375,0,1,1
WGV33D_MAIN_F0341_C015419,GM_RM011,341,main,-13.0274,182,R1,4,1,0,0.7,1,1
WGV33D_MAIN_F0341_C015420,GM_RM011,341,main,-12.466,320.7294,R2,6,0,0.16666667,0,1,0.53692251
WGV33D_MAIN_F0341_C015421,GM_RM011,341,main,-11.008,190,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0341_C015422,GM_RM011,341,main,-7.4819,166,R1,3,0,1,0,1,1
WGV33D_MAIN_F0341_C015423,GM_RM011,341,main,-5.5129,59.2656,R0,5,0,1,0,1,1
WGV33D_MAIN_F0341_C015424,GM_RM011,341,main,-4.9711,230.9217,R1,8,0,0,0,1,0.43973224
WGV33D_MAIN_F0341_C015425,GM_RM011,341,main,-4.9614,270,R2,4,0,0,0,1,0.45389537
WGV33D_MAIN_F0341_C015426,GM_RM011,341,main,-2.9523,70,R0,2,0,1,0,1,1
WGV33D_MAIN_F0341_C015427,GM_RM011,341,main,-1.229,258.9064,R2,12,0,0.41666667,0,1,0.7363636
WGV33D_MAIN_F0341_C015428,GM_RM011,341,main,18.5889,103.5284,R0,56,0,0.94642857,0,1,1
WGV33D_MAIN_F0341_C015429,GM_RM011,341,main,33.9818,114,R0,4,0,0,0,1,0.45300805
WGV33D_MAIN_F0341_C015430,GM_RM011,341,main,44.4715,134,R1,3,0,0,0,1,0.42984479
WGV33D_MAIN_F0342_C015452,GM_RM011,342,main,-56.6049,299.5682,R2,12,0,0,0,1,0.44166893
WGV33D_MAIN_F0342_C015453,GM_RM011,342,main,-53.3356,87.2975,R0,8,0,0,0,1,0.45655393
WGV33D_MAIN_F0342_C015454,GM_RM011,342,main,-51.4803,446,R2,3,0,0,0,0.98951597,0.40750426
WGV33D_MAIN_F0342_C015455,GM_RM011,342,main,-43.5912,226.4231,R1,168,0.01190476,0.58333333,0.01904762,0.99991366,0.88311602
WGV33D_MAIN_F0342_C015456,GM_RM011,342,main,-45.9963,486,R2,2,0,0,0,0.96767844,0.40284379
WGV33D_MAIN_F0342_C015457,GM_RM011,342,main,-45.5,75.9532,R0,2,0,1,0,1,1
WGV33D_MAIN_F0342_C015458,GM_RM011,342,main,-43.5,504.0276,R2,2,0,0,0,0.96969091,0.40354815
WGV33D_MAIN_F0342_C015459,GM_RM011,342,main,-41.0589,526,R3,2,0,0,0,0.93956605,0.39225652
WGV33D_MAIN_F0342_C015460,GM_RM011,342,main,-40.5,71.8267,R0,2,0,1,0,1,1
WGV33D_MAIN_F0342_C015461,GM_RM011,342,main,-34.3,67.0034,R0,26,0,1,0.03461538,1,1
WGV33D_MAIN_F0342_C015462,GM_RM011,342,main,-35.9866,110,R0,2,0,0,0,1,0.43919849
WGV33D_MAIN_F0342_C015463,GM_RM011,342,main,-29.4604,200.4273,R1,40,0.125,0.825,0.17875,1,1
WGV33D_MAIN_F0342_C015464,GM_RM011,342,main,-19.8617,59.0322,R0,35,0.28571429,0.71428571,0.26142857,1,1
WGV33D_MAIN_F0342_C015465,GM_RM011,342,main,-17.3057,104.9271,R0,30,0,0.66666667,0,1,0.9131541
WGV33D_MAIN_F0342_C015466,GM_RM011,342,main,-21.1038,221.9789,R1,9,0,0,0,1,0.42386737
WGV33D_MAIN_F0342_C015467,GM_RM011,342,main,-19.9874,154,R1,2,0,1,0,1,1
WGV33D_MAIN_F0342_C015468,GM_RM011,342,main,-9.6052,56.8761,R0,9,0.44444444,0.55555556,0.31111111,1,1
WGV33D_MAIN_F0342_C015469,GM_RM011,342,main,-10.9707,190,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0342_C015470,GM_RM011,342,main,-6.508,166,R1,3,0,1,0.15,1,1
WGV33D_MAIN_F0342_C015471,GM_RM011,342,main,-4.939,270,R2,2,0,0,0,1,0.45371519
WGV33D_MAIN_F0342_C015472,GM_RM011,342,main,-4.1743,192.6064,R1,4,0,0.5,0.225,1,0.8399641
WGV33D_MAIN_F0342_C015473,GM_RM011,342,main,-3.5283,229.0227,R1,6,0,0,0,1,0.43556081
WGV33D_MAIN_F0342_C015474,GM_RM011,342,main,-1.0967,258.7529,R2,8,0,0.625,0,1,0.87628203
