component_id,scene,sar_frame,target_azimuth_min,target_azimuth_max,target_radial_pixel_min,target_radial_pixel_max,target_valid_pixel_count,target_mean_intensity,adjacent_control_status,adjacent_control_mean,adjacent_control_ratio,far_control_status,far_control_mean,far_control_ratio,temporal_control_status,temporal_control_frame,temporal_control_mean,temporal_control_ratio,matched_control_status
WGV33D_STRICT_F0004_C000133,GM_RM011,4,27,29,280,284,40,96.774998,matched_background_control,57.230771,1.690961,matched_background_control,37.769232,2.562271,temporal_background_control,124,35.75,2.706993,matched_control_available
WGV33D_MAIN_F0005_C000134,GM_RM011,5,-50,-46,152,156,41,85.341465,matched_background_control,55.302325,1.54318,matched_background_control,50.636363,1.685379,temporal_background_control,125,30.634146,2.785828,matched_control_available
WGV33D_MAIN_F0005_C000135,GM_RM011,5,-41,-36,188,196,65,84.523077,matched_background_control,47.346153,1.550411,matched_background_control,0,73406015984.097809,temporal_background_control,125,49.924812,1.470331,matched_control_available
WGV33D_MAIN_F0005_C000136,GM_RM011,5,-31,-25,60,72,51,83.745098,matched_background_control,52.26506,1.491718,matched_background_control,0,77964705254.04985,temporal_background_control,125,80.352941,0.970278,matched_control_available
WGV33D_MAIN_F0005_C000137,GM_RM011,5,-24,-22,180,184,25,105.239999,matched_background_control,88.759998,1.185669,matched_background_control,0,105239999084.472656,temporal_background_control,125,44.08,2.387477,matched_control_available
WGV33D_MAIN_F0005_C000138,GM_RM011,5,-22,-13,104,116,100,83.099999,matched_background_control,44.135922,1.667816,matched_background_control,0.192308,382.775,temporal_background_control,125,70.692307,1.041281,matched_control_available
WGV33D_MAIN_F0005_C000139,GM_RM011,5,-16,-14,184,188,25,106.960001,matched_background_control,62.879998,1.701018,matched_background_control,0,106960000610.351547,temporal_background_control,125,38.2,2.8,matched_control_available
WGV33D_MAIN_F0005_C000140,GM_RM011,5,-15,14,56,68,218,119.619266,matched_background_control,57.973822,1.786776,matched_background_control,45.905013,2.256534,temporal_background_control,125,101.013262,1.025471,matched_control_available
WGV33D_MAIN_F0005_C000141,GM_RM011,5,-12,-7,108,112,38,90.868421,matched_background_control,77.149999,1.177815,matched_background_control,36.461539,2.492172,temporal_background_control,125,75.368421,1.205656,matched_control_available
WGV33D_MAIN_F0005_C000142,GM_RM011,5,-10,-8,160,168,34,84.941176,matched_background_control,82.702127,0.949452,matched_background_control,39.608696,1.982437,temporal_background_control,125,55.652173,1.410938,matched_control_available
WGV33D_MAIN_F0005_C000143,GM_RM011,5,-10,-8,172,176,24,100.875,matched_background_control,79.720001,1.265366,matched_background_control,38.692308,2.607107,temporal_background_control,125,50.791667,1.986054,matched_control_available
WGV33D_MAIN_F0005_C000144,GM_RM011,5,-10,-7,204,208,43,88.883723,matched_background_control,68.863638,1.290721,matched_background_control,32.595239,2.726893,temporal_background_control,125,40.511628,2.19403,matched_control_available
WGV33D_MAIN_F0005_C000145,GM_RM011,5,-9,-7,216,220,30,83.099999,matched_background_control,56.354839,1.474585,matched_background_control,31.7,2.621451,temporal_background_control,125,38.466666,2.160312,matched_control_available
WGV33D_MAIN_F0005_C000146,GM_RM011,5,-7,-5,180,188,40,96.6,matched_background_control,68.340001,1.367315,matched_background_control,38.6,2.420785,temporal_background_control,125,43.442308,2.150952,matched_control_available
WGV33D_MAIN_F0005_C000147,GM_RM011,5,-3,0,192,196,40,96.450001,matched_background_control,58.902439,1.637453,matched_background_control,42.714287,2.258027,temporal_background_control,125,39.1,2.466752,matched_control_available
WGV33D_MAIN_F0005_C000148,GM_RM011,5,0,2,104,108,16,93.4375,matched_background_control,74.1875,1.259478,matched_background_control,38.357143,2.435987,temporal_background_control,125,71.75,1.302265,matched_control_available
WGV33D_MAIN_F0005_C000149,GM_RM011,5,0,6,220,224,96,85.177083,matched_background_control,53.357895,1.596335,matched_background_control,37.752688,2.256186,temporal_background_control,125,36.333333,2.344323,matched_control_available
WGV33D_MAIN_F0005_C000150,GM_RM011,5,7,14,104,112,90,87.6,matched_background_control,82.538462,1.039881,matched_background_control,42.04717,2.041283,temporal_background_control,125,73.556604,1.166859,matched_control_available
WGV33D_MAIN_F0005_C000151,GM_RM011,5,15,26,56,76,104,101.25,matched_background_control,79.232932,1.1106,matched_background_control,63.180392,1.392775,temporal_background_control,125,77.149019,1.140599,matched_control_available
WGV33D_MAIN_F0005_C000152,GM_RM011,5,20,22,68,72,9,108.222221,matched_background_control,82.555556,1.310902,matched_background_control,76.666664,1.411594,temporal_background_control,125,67.888887,1.594108,matched_control_available
WGV33D_MAIN_F0005_C000153,GM_RM011,5,27,30,280,288,99,86.050503,matched_background_control,54.041666,1.543379,matched_background_control,37.521008,2.222935,temporal_background_control,125,32.771187,2.545125,matched_control_available
WGV33D_MAIN_F0005_C000154,GM_RM011,5,28,29,72,80,11,81.454548,matched_background_control,73.666667,1.105718,matched_background_control,57.999999,1.404389,temporal_background_control,125,71.272725,1.142857,matched_control_available
WGV33D_STRICT_F0005_C000155,GM_RM011,5,-49,-48,152,156,10,103.800003,matched_background_control,59.81818,1.735258,matched_background_control,49.875,2.081203,temporal_background_control,125,30.799999,3.37013,matched_control_available
WGV33D_STRICT_F0005_C000156,GM_RM011,5,-39,-37,192,196,27,90.111112,matched_background_control,51.571428,1.747307,matched_background_control,0,90111111958.821609,temporal_background_control,125,57.074073,1.578845,matched_control_available
WGV33D_STRICT_F0005_C000157,GM_RM011,5,-28,-27,60,64,5,104.599998,matched_background_control,62,1.687097,matched_background_control,0,104599998474.121094,temporal_background_control,125,98,1.067347,matched_control_available
WGV33D_STRICT_F0005_C000158,GM_RM011,5,-24,-23,180,184,13,113.153847,matched_background_control,91.916664,1.231048,matched_background_control,0,113153846740.722656,temporal_background_control,125,46.53846,2.431405,matched_control_available
WGV33D_STRICT_F0005_C000159,GM_RM011,5,-17,-16,160,164,11,109.727272,matched_background_control,75.199997,1.459139,matched_background_control,0,109727272033.691406,temporal_background_control,125,42.727272,2.568085,matched_control_available
WGV33D_STRICT_F0005_C000160,GM_RM011,5,-16,-14,184,188,25,106.960001,matched_background_control,62.879998,1.701018,matched_background_control,0,106960000610.351547,temporal_background_control,125,38.2,2.8,matched_control_available
WGV33D_STRICT_F0005_C000161,GM_RM011,5,-15,4,56,68,132,135.143939,matched_background_control,62.277108,1.870412,matched_background_control,43.263158,2.69245,temporal_background_control,125,112.068548,1.039398,matched_control_available
WGV33D_STRICT_F0005_C000162,GM_RM011,5,-9,-8,172,176,13,107.230766,matched_background_control,77.916664,1.376224,matched_background_control,39.46154,2.717349,temporal_background_control,125,50.076923,2.141321,matched_control_available
WGV33D_STRICT_F0005_C000163,GM_RM011,5,-7,-5,180,188,26,100.076921,matched_background_control,68.340001,1.367315,matched_background_control,38.6,2.420785,temporal_background_control,125,43.442308,2.150952,matched_control_available
WGV33D_STRICT_F0005_C000164,GM_RM011,5,-3,0,192,196,40,96.450001,matched_background_control,58.902439,1.637453,matched_background_control,42.714287,2.258027,temporal_background_control,125,39.1,2.466752,matched_control_available
WGV33D_STRICT_F0005_C000165,GM_RM011,5,2,5,220,224,48,91.875,matched_background_control,59.318182,1.548851,matched_background_control,38.705883,2.37367,temporal_background_control,125,36.395833,2.524327,matched_control_available
WGV33D_STRICT_F0005_C000166,GM_RM011,5,7,10,104,112,29,90.655173,matched_background_control,84.708333,1.015511,matched_background_control,44.065218,1.952157,temporal_background_control,125,72.266667,1.190344,matched_control_available
WGV33D_STRICT_F0005_C000167,GM_RM011,5,11,14,104,112,30,91.666667,matched_background_control,80.847826,1.085238,matched_background_control,40.222222,2.18136,temporal_background_control,125,75.413043,1.163448,matched_control_available
WGV33D_STRICT_F0005_C000168,GM_RM011,5,13,14,60,64,5,91.400002,matched_background_control,81.75,1.118043,matched_background_control,59.599998,1.533557,temporal_background_control,125,81.199997,1.125616,matched_control_available
WGV33D_STRICT_F0005_C000169,GM_RM011,5,15,26,56,76,65,105.938462,matched_background_control,79.232932,1.1106,matched_background_control,63.180392,1.392775,temporal_background_control,125,77.149019,1.140599,matched_control_available
WGV33D_STRICT_F0005_C000170,GM_RM011,5,17,19,68,76,10,103.299999,matched_background_control,67.899999,1.458802,matched_background_control,63.85,1.551333,temporal_background_control,125,53.315789,1.857848,matched_control_available
WGV33D_STRICT_F0005_C000171,GM_RM011,5,20,21,68,72,4,118.25,matched_background_control,91.5,1.29235,matched_control_unavailable,0,118.25,temporal_background_control,125,62.5,1.892,matched_control_available
WGV33D_STRICT_F0005_C000172,GM_RM011,5,29,30,280,288,39,92.076921,matched_background_control,63.525,1.44946,matched_background_control,35.5,2.593716,temporal_background_control,125,33.102565,2.781565,matched_control_available
WGV33D_MAIN_F0006_C000173,GM_RM011,6,-44,-42,128,132,18,88.388889,matched_background_control,52.999999,1.667715,matched_background_control,46.705883,1.892457,temporal_background_control,126,38.222223,2.3125,matched_control_available
WGV33D_MAIN_F0006_C000174,GM_RM011,6,-28,-23,60,72,46,85.326087,matched_background_control,56.557143,1.400802,matched_background_control,0,79225351360.482224,temporal_background_control,126,75.633803,1.047486,matched_control_available
WGV33D_MAIN_F0006_C000175,GM_RM011,6,-16,-15,156,164,24,107.333332,matched_background_control,76.045456,1.411436,matched_background_control,0,107333332061.767578,temporal_background_control,126,53.291666,2.014073,matched_control_available
WGV33D_MAIN_F0006_C000176,GM_RM011,6,-16,-14,180,188,38,103.473683,matched_background_control,64.38,1.527085,matched_background_control,0,98313724143.832321,temporal_background_control,126,41.117648,2.391035,matched_control_available
WGV33D_MAIN_F0006_C000177,GM_RM011,6,-15,12,56,72,231,122.709957,matched_background_control,59.256198,1.669142,matched_background_control,43.997947,2.247992,temporal_background_control,126,94.35124,1.048285,matched_control_available
WGV33D_MAIN_F0006_C000178,GM_RM011,6,-13,-8,156,164,54,97.925927,matched_background_control,85.792792,1.044839,matched_background_control,36.106195,2.482667,temporal_background_control,126,63.126127,1.420009,matched_control_available
WGV33D_MAIN_F0006_C000179,GM_RM011,6,-9,-7,204,208,29,100.551724,matched_background_control,68.48276,1.468278,matched_background_control,36.428572,2.760243,temporal_background_control,126,42.241379,2.380408,matched_control_available
WGV33D_MAIN_F0006_C000180,GM_RM011,6,-7,-3,180,188,65,96.815384,matched_background_control,73.5,1.205572,matched_background_control,39.696079,2.232198,temporal_background_control,126,43.885714,2.019097,matched_control_available
WGV33D_MAIN_F0006_C000181,GM_RM011,6,-3,1,192,196,56,91.375001,matched_background_control,60.563637,1.508744,matched_background_control,39.472727,2.314889,temporal_background_control,126,40.232143,2.271194,matched_control_available
WGV33D_MAIN_F0006_C000182,GM_RM011,6,1,9,104,112,88,82.045455,matched_background_control,78.725807,1.007683,matched_background_control,43.279661,1.832978,temporal_background_control,126,65.653226,1.208328,matched_control_available
WGV33D_MAIN_F0006_C000183,GM_RM011,6,3,6,216,232,111,85.522522,matched_background_control,60.082417,1.310434,matched_background_control,39.328042,2.001982,temporal_background_control,126,34.968085,2.251597,matched_control_available
WGV33D_MAIN_F0006_C000184,GM_RM011,6,10,15,104,112,61,85.885246,matched_background_control,80.210526,1.041094,matched_background_control,40.276316,2.073344,temporal_background_control,126,73.106667,1.142258,matched_control_available
WGV33D_MAIN_F0006_C000185,GM_RM011,6,15,26,60,76,84,101.154762,matched_background_control,82.587379,1.087173,matched_background_control,66.805687,1.343998,temporal_background_control,126,73.601896,1.219897,matched_control_available
WGV33D_MAIN_F0006_C000186,GM_RM011,6,25,26,68,76,10,95.299998,matched_background_control,86.555556,1.101027,matched_background_control,64.999999,1.466154,temporal_background_control,126,99.8,0.95491,matched_control_available
WGV33D_MAIN_F0006_C000187,GM_RM011,6,27,31,280,288,120,86.516667,matched_background_control,48.144654,1.703726,matched_background_control,36.7707,2.230725,temporal_background_control,126,34.550633,2.374061,matched_control_available
WGV33D_STRICT_F0006_C000188,GM_RM011,6,-43,-42,128,132,9,98.444443,matched_background_control,53.111111,1.853556,matched_background_control,42,2.343915,temporal_background_control,126,38.777779,2.538682,matched_control_available
WGV33D_STRICT_F0006_C000189,GM_RM011,6,-27,-24,60,68,17,94.411765,matched_background_control,64.666667,1.356243,matched_background_control,0,87703703421.13353,temporal_background_control,126,85.148148,1.030013,matched_control_available
WGV33D_STRICT_F0006_C000190,GM_RM011,6,-16,-14,184,188,25,105.879999,matched_background_control,60.279998,1.75647,matched_background_control,0,105879999084.472656,temporal_background_control,126,41.6,2.545192,matched_control_available
WGV33D_STRICT_F0006_C000191,GM_RM011,6,-15,9,56,68,169,130.284023,matched_background_control,62.452229,1.802147,matched_background_control,45.476191,2.474879,temporal_background_control,126,107.807692,1.043971,matched_control_available
WGV33D_STRICT_F0006_C000192,GM_RM011,6,-10,-8,160,164,22,103.454545,matched_background_control,91,1.136863,matched_background_control,39.608694,2.611915,temporal_background_control,126,57.181819,1.809221,matched_control_available
WGV33D_STRICT_F0006_C000193,GM_RM011,6,-9,-7,204,208,29,100.551724,matched_background_control,68.48276,1.468278,matched_background_control,36.428572,2.760243,temporal_background_control,126,42.241379,2.380408,matched_control_available
